Latitude,Longitude,Anomaly
12.5,112.5,0.11
12.5,117.5,0.23
12.5,122.5,0.34
12.5,127.5,0.41
12.5,132.5,0.47
12.5,137.5,0.49
12.5,142.5,0.46
12.5,147.5,0.45
12.5,152.5,0.45
12.5,157.5,0.44
12.5,162.5,0.36
12.5,167.5,0.22
12.5,172.5,0.08
12.5,177.5,-0.05
12.5,-177.5,-0.12
12.5,-172.5,-0.13
12.5,-167.5,-0.11
12.5,-162.5,-0.07
12.5,-157.5,-0.06
12.5,-152.5,-0.07
12.5,-147.5,-0.15
12.5,-142.5,-0.25
12.5,-137.5,-0.26
12.5,-132.5,-0.22
12.5,-127.5,-0.15
12.5,-122.5,-0.03
12.5,-117.5,0.07
12.5,-112.5,0.17
12.5,-107.5,0.3
12.5,-102.5,0.45
12.5,-97.5,0.5
12.5,-92.5,0.49
12.5,-87.5,0.55
12.5,-82.5,0.38
12.5,-77.5,0.41
12.5,-72.5,0.6
12.5,-67.5,0.43
12.5,-62.5,0.43
12.5,-57.5,0.34
12.5,-52.5,0.29
12.5,-47.5,0.3
12.5,-42.5,0.32
12.5,-37.5,0.27
12.5,-32.5,0.28
12.5,-27.5,0.28
12.5,-22.5,0.46
12.5,-17.5,0.85
12.5,-12.5,0.83
12.5,-7.5,0.92
12.5,-2.5,0.8
7.5,2.5,0.12
7.5,7.5,0
7.5,12.5,-0.1
7.5,17.5,-0.39
7.5,22.5,-0.39
7.5,27.5,-0.14
7.5,32.5,0.19
7.5,37.5,0.1
7.5,42.5,-0.05
7.5,47.5,-0.21
7.5,52.5,-0.44
7.5,57.5,-0.37
7.5,62.5,-0.27
7.5,67.5,-0.21
7.5,72.5,-0.12
7.5,77.5,0.03
7.5,82.5,0.1
7.5,87.5,0.02
7.5,92.5,-0.01
7.5,97.5,0.03
7.5,102.5,0.01
7.5,107.5,0.02
7.5,112.5,-0.02
7.5,117.5,0.13
7.5,122.5,0.28
7.5,127.5,0.39
7.5,132.5,0.43
7.5,137.5,0.48
7.5,142.5,0.5
7.5,147.5,0.54
7.5,152.5,0.52
7.5,157.5,0.49
7.5,162.5,0.38
7.5,167.5,0.19
7.5,172.5,0.04
7.5,177.5,-0.17
7.5,-177.5,-0.28
7.5,-172.5,-0.37
7.5,-167.5,-0.4
7.5,-162.5,-0.41
7.5,-157.5,-0.43
7.5,-152.5,-0.44
7.5,-147.5,-0.46
7.5,-142.5,-0.49
7.5,-137.5,-0.47
7.5,-132.5,-0.36
7.5,-127.5,-0.25
7.5,-122.5,-0.16
7.5,-117.5,-0.1
7.5,-112.5,-0.03
7.5,-107.5,0.01
7.5,-102.5,0.09
7.5,-97.5,0.12
7.5,-92.5,0.15
7.5,-87.5,0.18
7.5,-82.5,0.25
7.5,-77.5,0.41
7.5,-72.5,0.66
7.5,-67.5,0.12
7.5,-62.5,0.15
7.5,-57.5,0.2
7.5,-52.5,0.06
7.5,-47.5,0.1
7.5,-42.5,0.11
7.5,-37.5,0.04
7.5,-32.5,0.11
7.5,-27.5,0.17
7.5,-22.5,0.31
7.5,-17.5,0.49
7.5,-12.5,0.4
7.5,-7.5,0.25
7.5,-2.5,0.07
2.5,2.5,-0.18
2.5,7.5,-0.13
2.5,12.5,0.68
2.5,17.5,0.8
2.5,22.5,0.2
2.5,27.5,0.27
2.5,32.5,-0.05
2.5,37.5,-0.68
2.5,42.5,-0.86
2.5,47.5,-0.24
2.5,52.5,-0.39
2.5,57.5,-0.37
2.5,62.5,-0.27
2.5,67.5,-0.15
2.5,72.5,-0.1
2.5,77.5,0
2.5,82.5,0.1
2.5,87.5,0.21
2.5,92.5,0.34
2.5,97.5,0.6
2.5,102.5,0.39
2.5,107.5,0.12
2.5,112.5,0.32
2.5,117.5,0.39
2.5,122.5,0.27
2.5,127.5,0.44
2.5,132.5,0.58
2.5,137.5,0.61
2.5,142.5,0.54
2.5,147.5,0.49
2.5,152.5,0.47
2.5,157.5,0.36
2.5,162.5,0.15
2.5,167.5,-0.22
2.5,172.5,-0.36
2.5,177.5,-0.63
2.5,-177.5,-0.77
2.5,-172.5,-0.83
2.5,-167.5,-0.82
2.5,-162.5,-0.81
2.5,-157.5,-0.78
2.5,-152.5,-0.74
2.5,-147.5,-0.7
2.5,-142.5,-0.69
2.5,-137.5,-0.71
2.5,-132.5,-0.65
2.5,-127.5,-0.63
2.5,-122.5,-0.59
2.5,-117.5,-0.55
2.5,-112.5,-0.51
2.5,-107.5,-0.46
2.5,-102.5,-0.38
2.5,-97.5,-0.32
2.5,-92.5,-0.27
2.5,-87.5,-0.24
2.5,-82.5,-0.11
2.5,-77.5,0.59
2.5,-72.5,0.75
2.5,-67.5,0.32
2.5,-62.5,-0.02
2.5,-57.5,-0.78
2.5,-52.5,0.51
2.5,-47.5,0.03
2.5,-42.5,0.07
2.5,-37.5,0.09
2.5,-32.5,0.18
2.5,-27.5,0.24
2.5,-22.5,0.25
2.5,-17.5,0.17
2.5,-12.5,-0.04
2.5,-7.5,-0.05
2.5,-2.5,-0.12
-2.5,2.5,-0.21
-2.5,7.5,-0.12
-2.5,12.5,0.55
-2.5,17.5,0.63
-2.5,22.5,0.21
-2.5,27.5,0.3
-2.5,32.5,0.76
-2.5,37.5,-0.25
-2.5,42.5,-0.08
-2.5,47.5,-0.12
-2.5,52.5,-0.24
-2.5,57.5,-0.2
-2.5,62.5,-0.24
-2.5,67.5,-0.23
-2.5,72.5,-0.17
-2.5,77.5,-0.02
-2.5,82.5,0.14
-2.5,87.5,0.38
-2.5,92.5,0.62
-2.5,97.5,0.87
-2.5,102.5,0.77
-2.5,107.5,0.27
-2.5,112.5,0.47
-2.5,117.5,0.29
-2.5,122.5,0.36
-2.5,127.5,0.56
-2.5,132.5,0.73
-2.5,137.5,0.73
-2.5,142.5,0.52
-2.5,147.5,0.6
-2.5,152.5,0.5
-2.5,157.5,0.27
-2.5,162.5,0.01
-2.5,167.5,-0.23
-2.5,172.5,-0.44
-2.5,177.5,-0.48
-2.5,-177.5,-0.65
-2.5,-172.5,-0.68
-2.5,-167.5,-0.66
-2.5,-162.5,-0.67
-2.5,-157.5,-0.65
-2.5,-152.5,-0.63
-2.5,-147.5,-0.62
-2.5,-142.5,-0.63
-2.5,-137.5,-0.67
-2.5,-132.5,-0.67
-2.5,-127.5,-0.72
-2.5,-122.5,-0.72
-2.5,-117.5,-0.71
-2.5,-112.5,-0.73
-2.5,-107.5,-0.72
-2.5,-102.5,-0.68
-2.5,-97.5,-0.62
-2.5,-92.5,-0.53
-2.5,-87.5,-0.53
-2.5,-82.5,-0.47
-2.5,-77.5,0.58
-2.5,-72.5,0.5
-2.5,-67.5,0.22
-2.5,-62.5,0.59
-2.5,-57.5,-0.59
-2.5,-52.5,0.46
-2.5,-47.5,0.52
-2.5,-42.5,0.34
-2.5,-37.5,0.21
-2.5,-32.5,0.2
-2.5,-27.5,0.19
-2.5,-22.5,0.15
-2.5,-17.5,0.07
-2.5,-12.5,-0.11
-2.5,-7.5,-0.2
-2.5,-2.5,-0.2
-7.5,2.5,-0.01
-7.5,7.5,-0.09
-7.5,12.5,0.18
-7.5,17.5,0.64
-7.5,22.5,0.51
-7.5,27.5,0.33
-7.5,32.5,0.83
-7.5,37.5,0.74
-7.5,42.5,0.14
-7.5,47.5,0.19
-7.5,52.5,0.11
-7.5,57.5,0.08
-7.5,62.5,0.09
-7.5,67.5,-0.05
-7.5,72.5,-0.09
-7.5,77.5,0.03
-7.5,82.5,0.18
-7.5,87.5,0.36
-7.5,92.5,0.57
-7.5,97.5,0.7
-7.5,102.5,0.62
-7.5,107.5,0.4
-7.5,112.5,0.22
-7.5,117.5,0.22
-7.5,122.5,0.34
-7.5,127.5,0.49
-7.5,132.5,0.86
-7.5,137.5,1.14
-7.5,142.5,0.76
-7.5,147.5,0.85
-7.5,152.5,0.85
-7.5,157.5,0.56
-7.5,162.5,0.29
-7.5,167.5,0.08
-7.5,172.5,-0.07
-7.5,177.5,-0.15
-7.5,-177.5,-0.23
-7.5,-172.5,-0.16
-7.5,-167.5,-0.3
-7.5,-162.5,-0.35
-7.5,-157.5,-0.35
-7.5,-152.5,-0.37
-7.5,-147.5,-0.37
-7.5,-142.5,-0.38
-7.5,-137.5,-0.31
-7.5,-132.5,-0.38
-7.5,-127.5,-0.43
-7.5,-122.5,-0.45
-7.5,-117.5,-0.46
-7.5,-112.5,-0.47
-7.5,-107.5,-0.49
-7.5,-102.5,-0.51
-7.5,-97.5,-0.51
-7.5,-92.5,-0.42
-7.5,-87.5,-0.36
-7.5,-82.5,-0.41
-7.5,-77.5,0.48
-7.5,-72.5,0.68
-7.5,-67.5,0.63
-7.5,-62.5,0.93
-7.5,-57.5,0.41
-7.5,-52.5,1.58
-7.5,-47.5,0.59
-7.5,-42.5,0.45
-7.5,-37.5,0.38
-7.5,-32.5,0.21
-7.5,-27.5,0.12
-7.5,-22.5,0.08
-7.5,-17.5,0.06
-7.5,-12.5,0.03
-7.5,-7.5,-0.06
-7.5,-2.5,-0.04
-12.5,2.5,0.07
-12.5,7.5,0.06
-12.5,12.5,-0.09
-12.5,17.5,-0.07
-12.5,22.5,0.01
-12.5,27.5,0.76
-12.5,32.5,1.55
-12.5,37.5,2.08
-12.5,42.5,0.31
-12.5,47.5,0.39
-12.5,52.5,0.46
-12.5,57.5,0.48
-12.5,62.5,0.42
-12.5,67.5,0.33
-12.5,72.5,0.22
-12.5,77.5,0.26
-12.5,82.5,0.38
-12.5,87.5,0.53
-12.5,92.5,0.62
-12.5,97.5,0.51
-12.5,102.5,0.37
-12.5,107.5,0.24
-12.5,112.5,0.1
-12.5,117.5,-0.06
-12.5,122.5,-0.05
-12.5,127.5,0.21
-12.5,132.5,0.09
-12.5,137.5,1.14
-12.5,142.5,1.07
-12.5,147.5,1.2
-12.5,152.5,1.1
-12.5,157.5,0.88
-12.5,162.5,0.62
-12.5,167.5,0.45
-12.5,172.5,0.3
-12.5,177.5,0.13
-12.5,-177.5,0.01
-12.5,-172.5,-0.1
-12.5,-167.5,-0.13
-12.5,-162.5,-0.21
-12.5,-157.5,-0.25
-12.5,-152.5,-0.25
-12.5,-147.5,-0.24
-12.5,-142.5,-0.23
-12.5,-137.5,-0.16
-12.5,-132.5,-0.16
-12.5,-127.5,-0.2
-12.5,-122.5,-0.22
-12.5,-117.5,-0.21
-12.5,-112.5,-0.21
-12.5,-107.5,-0.22
-12.5,-102.5,-0.25
-12.5,-97.5,-0.26
-12.5,-92.5,-0.19
-12.5,-87.5,-0.09
-12.5,-82.5,-0.02
-12.5,-77.5,0.12
-12.5,-72.5,-0.31
-12.5,-67.5,0.6
-12.5,-62.5,0.58
-12.5,-57.5,0.71
-12.5,-52.5,0.99
-12.5,-47.5,0.96
-12.5,-42.5,0.13
-12.5,-37.5,0.27
-12.5,-32.5,0.18
-12.5,-27.5,0.07
-12.5,-22.5,0.01
-12.5,-17.5,0.02
-12.5,-12.5,0.01
-12.5,-7.5,-0.02
-12.5,-2.5,-0.02
-17.5,2.5,0.07
-17.5,7.5,0.16
-17.5,12.5,0.39
-17.5,17.5,-0.78
-17.5,22.5,-0.56
-17.5,27.5,-0.97
-17.5,32.5,-0.03
-17.5,37.5,0.64
-17.5,42.5,0.26
-17.5,47.5,1.01
-17.5,52.5,0.62
-17.5,57.5,0.62
-17.5,62.5,0.59
-17.5,67.5,0.46
-17.5,72.5,0.4
-17.5,77.5,0.47
-17.5,82.5,0.59
-17.5,87.5,0.67
-17.5,92.5,0.71
-17.5,97.5,0.6
-17.5,102.5,0.47
-17.5,107.5,0.53
-17.5,112.5,0.33
-17.5,117.5,-0.09
-17.5,122.5,-0.24
-17.5,127.5,-0.69
-17.5,132.5,-0.73
-17.5,137.5,0.26
-17.5,142.5,0.56
-17.5,147.5,1.3
-17.5,152.5,1.26
-17.5,157.5,1.23
-17.5,162.5,1.17
-17.5,167.5,1.15
-17.5,172.5,1.04
-17.5,177.5,0.71
-17.5,-177.5,0.48
-17.5,-172.5,0.33
-17.5,-167.5,0.16
-17.5,-162.5,-0.05
-17.5,-157.5,-0.18
-17.5,-152.5,-0.16
-17.5,-147.5,-0.13
-17.5,-142.5,-0.08
-17.5,-137.5,0
-17.5,-132.5,0.03
-17.5,-127.5,0.01
-17.5,-122.5,-0.01
-17.5,-117.5,0
-17.5,-112.5,0.02
-17.5,-107.5,0.03
-17.5,-102.5,0.07
-17.5,-97.5,0.08
-17.5,-92.5,0.11
-17.5,-87.5,0.15
-17.5,-82.5,0.24
-17.5,-77.5,0.41
-17.5,-72.5,0.48
-17.5,-67.5,0.44
-17.5,-62.5,0.08
-17.5,-57.5,0.75
-17.5,-52.5,0.8
-17.5,-47.5,1.01
-17.5,-42.5,0.49
-17.5,-37.5,-0.04
-17.5,-32.5,-0.14
-17.5,-27.5,-0.24
-17.5,-22.5,-0.27
-17.5,-17.5,-0.23
-17.5,-12.5,-0.16
-17.5,-7.5,-0.11
-17.5,-2.5,-0.07
-22.5,2.5,0.05
-22.5,7.5,0.2
-22.5,12.5,0.53
-22.5,17.5,1.19
-22.5,22.5,0.07
-22.5,27.5,-0.21
-22.5,32.5,-1.9
-22.5,37.5,0.05
-22.5,42.5,0.12
-22.5,47.5,0.74
-22.5,52.5,0.41
-22.5,57.5,0.6
-22.5,62.5,0.62
-22.5,67.5,0.48
-22.5,72.5,0.35
-22.5,77.5,0.43
-22.5,82.5,0.58
-22.5,87.5,0.72
-22.5,92.5,0.79
-22.5,97.5,0.72
-22.5,102.5,0.68
-22.5,107.5,0.9
-22.5,112.5,0.69
-22.5,117.5,-0.19
-22.5,122.5,0.98
-22.5,127.5,0.2
-22.5,132.5,-0.31
-22.5,137.5,-0.37
-22.5,142.5,-0.16
-22.5,147.5,1.62
-22.5,152.5,1.24
-22.5,157.5,1.27
-22.5,162.5,1.32
-22.5,167.5,1.48
-22.5,172.5,1.51
-22.5,177.5,1.34
-22.5,-177.5,1.14
-22.5,-172.5,0.78
-22.5,-167.5,0.52
-22.5,-162.5,0.27
-22.5,-157.5,0.03
-22.5,-152.5,0.03
-22.5,-147.5,-0.09
-22.5,-142.5,0.13
-22.5,-137.5,0.15
-22.5,-132.5,0.2
-22.5,-127.5,0.16
-22.5,-122.5,0.13
-22.5,-117.5,0.15
-22.5,-112.5,0.19
-22.5,-107.5,0.21
-22.5,-102.5,0.24
-22.5,-97.5,0.25
-22.5,-92.5,0.29
-22.5,-87.5,0.34
-22.5,-82.5,0.37
-22.5,-77.5,0.37
-22.5,-72.5,0.47
-22.5,-67.5,0.41
-22.5,-62.5,0.12
-22.5,-57.5,-0.72
-22.5,-52.5,-0.49
-22.5,-47.5,-0.16
-22.5,-42.5,-0.24
-22.5,-37.5,-0.38
-22.5,-32.5,-0.49
-22.5,-27.5,-0.43
-22.5,-22.5,-0.41
-22.5,-17.5,-0.32
-22.5,-12.5,-0.2
-22.5,-7.5,-0.12
-22.5,-2.5,-0.05
-27.5,2.5,0.34
-27.5,7.5,0.26
-27.5,12.5,0.41
-27.5,17.5,2.6
-27.5,22.5,2.62
-27.5,27.5,1.14
-27.5,32.5,0.57
-27.5,37.5,-0.01
-27.5,42.5,-0.09
-27.5,47.5,0.02
-27.5,52.5,0.11
-27.5,57.5,0.25
-27.5,62.5,0.31
-27.5,67.5,0.38
-27.5,72.5,0.35
-27.5,77.5,0.33
-27.5,82.5,0.34
-27.5,87.5,0.34
-27.5,92.5,0.54
-27.5,97.5,0.64
-27.5,102.5,0.63
-27.5,107.5,0.94
-27.5,112.5,1.1
-27.5,117.5,-0.49
-27.5,122.5,0.15
-27.5,127.5,0.87
-27.5,132.5,0.29
-27.5,137.5,0.05
-27.5,142.5,0.19
-27.5,147.5,0.97
-27.5,152.5,0.89
-27.5,157.5,0.98
-27.5,162.5,1.13
-27.5,167.5,1.4
-27.5,172.5,1.51
-27.5,177.5,1.53
-27.5,-177.5,1.49
-27.5,-172.5,1.12
-27.5,-167.5,0.87
-27.5,-162.5,0.61
-27.5,-157.5,0.38
-27.5,-152.5,0.22
-27.5,-147.5,0.18
-27.5,-142.5,0.08
-27.5,-137.5,0.28
-27.5,-132.5,0.29
-27.5,-127.5,0.31
-27.5,-122.5,0.28
-27.5,-117.5,0.28
-27.5,-112.5,0.37
-27.5,-107.5,0.34
-27.5,-102.5,0.44
-27.5,-97.5,0.47
-27.5,-92.5,0.47
-27.5,-87.5,0.41
-27.5,-82.5,0.34
-27.5,-77.5,0.28
-27.5,-72.5,0.36
-27.5,-67.5,0.76
-27.5,-62.5,0.25
-27.5,-57.5,-0.3
-27.5,-52.5,-0.73
-27.5,-47.5,-0.05
-27.5,-42.5,-0.2
-27.5,-37.5,-0.47
-27.5,-32.5,-0.61
-27.5,-27.5,-0.43
-27.5,-22.5,-0.09
-27.5,-17.5,0.16
-27.5,-12.5,0.35
-27.5,-7.5,0.43
-27.5,-2.5,0.43
-32.5,2.5,0.79
-32.5,7.5,0.59
-32.5,12.5,0.58
-32.5,17.5,1.08
-32.5,22.5,2.31
-32.5,27.5,1.24
-32.5,32.5,0.22
-32.5,37.5,0.01
-32.5,42.5,-0.2
-32.5,47.5,-0.14
-32.5,52.5,-0.01
-32.5,57.5,0.09
-32.5,62.5,0.1
-32.5,67.5,0.14
-32.5,72.5,0.1
-32.5,77.5,0.03
-32.5,82.5,0.02
-32.5,87.5,0.01
-32.5,92.5,0.21
-32.5,97.5,0.28
-32.5,102.5,0.38
-32.5,107.5,0.75
-32.5,112.5,1.01
-32.5,117.5,-0.12
-32.5,122.5,-1.05
-32.5,127.5,-0.36
-32.5,132.5,-0.49
-32.5,137.5,-1.39
-32.5,142.5,-0.9
-32.5,147.5,0.25
-32.5,152.5,0.69
-32.5,157.5,0.72
-32.5,162.5,0.91
-32.5,167.5,1.1
-32.5,172.5,1.32
-32.5,177.5,1.5
-32.5,-177.5,1.46
-32.5,-172.5,1.25
-32.5,-167.5,1.02
-32.5,-162.5,0.71
-32.5,-157.5,0.43
-32.5,-152.5,0.23
-32.5,-147.5,0.15
-32.5,-142.5,0.18
-32.5,-137.5,0.21
-32.5,-132.5,0.18
-32.5,-127.5,0.23
-32.5,-122.5,0.29
-32.5,-117.5,0.29
-32.5,-112.5,0.37
-32.5,-107.5,0.57
-32.5,-102.5,0.74
-32.5,-97.5,0.88
-32.5,-92.5,0.85
-32.5,-87.5,0.68
-32.5,-82.5,0.41
-32.5,-77.5,0.3
-32.5,-72.5,0.4
-32.5,-67.5,0.66
-32.5,-62.5,0.14
-32.5,-57.5,-0.34
-32.5,-52.5,0.07
-32.5,-47.5,0.12
-32.5,-42.5,-0.1
-32.5,-37.5,-0.26
-32.5,-32.5,-0.33
-32.5,-27.5,-0.16
-32.5,-22.5,0.22
-32.5,-17.5,0.65
-32.5,-12.5,1.04
-32.5,-7.5,1.08
-32.5,-2.5,0.91
-37.5,2.5,1.06
-37.5,7.5,0.79
-37.5,12.5,0.72
-37.5,17.5,0.58
-37.5,22.5,0.39
-37.5,27.5,0.19
-37.5,32.5,0.08
-37.5,37.5,-0.06
-37.5,42.5,-0.19
-37.5,47.5,-0.27
-37.5,52.5,-0.09
-37.5,57.5,0.07
-37.5,62.5,0.18
-37.5,67.5,0.2
-37.5,72.5,0.18
-37.5,77.5,0.1
-37.5,82.5,0.03
-37.5,87.5,0
-37.5,92.5,0.14
-37.5,97.5,0.26
-37.5,102.5,0.44
-37.5,107.5,0.6
-37.5,112.5,0.45
-37.5,117.5,0.21
-37.5,122.5,0.01
-37.5,127.5,-0.18
-37.5,132.5,-0.26
-37.5,137.5,-0.39
-37.5,142.5,-0.97
-37.5,147.5,-0.6
-37.5,152.5,0.01
-37.5,157.5,0.49
-37.5,162.5,0.86
-37.5,167.5,1.05
-37.5,172.5,1.3
-37.5,177.5,1.66
-37.5,-177.5,1.48
-37.5,-172.5,1.33
-37.5,-167.5,1.06
-37.5,-162.5,0.64
-37.5,-157.5,0.23
-37.5,-152.5,-0.04
-37.5,-147.5,-0.17
-37.5,-142.5,-0.17
-37.5,-137.5,-0.13
-37.5,-132.5,-0.08
-37.5,-127.5,0.05
-37.5,-122.5,0.19
-37.5,-117.5,0.25
-37.5,-112.5,0.37
-37.5,-107.5,0.58
-37.5,-102.5,0.84
-37.5,-97.5,1.02
-37.5,-92.5,1.01
-37.5,-87.5,0.9
-37.5,-82.5,0.63
-37.5,-77.5,0.31
-37.5,-72.5,0.94
-37.5,-67.5,1.05
-37.5,-62.5,0.44
-37.5,-57.5,0.33
-37.5,-52.5,0.39
-37.5,-47.5,0.2
-37.5,-42.5,-0.07
-37.5,-37.5,-0.18
-37.5,-32.5,-0.18
-37.5,-27.5,-0.05
-37.5,-22.5,0.25
-37.5,-17.5,0.67
-37.5,-12.5,1.16
-37.5,-7.5,1.25
-37.5,-2.5,1.15
-42.5,2.5,0.67
-42.5,7.5,0.54
-42.5,12.5,0.5
-42.5,17.5,0.36
-42.5,22.5,0.23
-42.5,27.5,0.04
-42.5,32.5,-0.09
-42.5,37.5,-0.09
-42.5,42.5,-0.21
-42.5,47.5,-0.27
-42.5,52.5,0.02
-42.5,57.5,0.18
-42.5,62.5,0.39
-42.5,67.5,0.44
-42.5,72.5,0.39
-42.5,77.5,0.4
-42.5,82.5,0.31
-42.5,87.5,0.28
-42.5,92.5,0.36
-42.5,97.5,0.39
-42.5,102.5,0.43
-42.5,107.5,0.43
-42.5,112.5,0.29
-42.5,117.5,0.12
-42.5,122.5,0
-42.5,127.5,-0.06
-42.5,132.5,-0.16
-42.5,137.5,-0.21
-42.5,142.5,-0.15
-42.5,147.5,-0.54
-42.5,152.5,-0.1
-42.5,157.5,0.39
-42.5,162.5,0.71
-42.5,167.5,0.91
-42.5,172.5,1.35
-42.5,177.5,1.18
-42.5,-177.5,1.33
-42.5,-172.5,1.03
-42.5,-167.5,0.77
-42.5,-162.5,0.38
-42.5,-157.5,-0.01
-42.5,-152.5,-0.3
-42.5,-147.5,-0.44
-42.5,-142.5,-0.41
-42.5,-137.5,-0.31
-42.5,-132.5,-0.17
-42.5,-127.5,-0.02
-42.5,-122.5,0.19
-42.5,-117.5,0.3
-42.5,-112.5,0.36
-42.5,-107.5,0.47
-42.5,-102.5,0.64
-42.5,-97.5,0.75
-42.5,-92.5,0.75
-42.5,-87.5,0.7
-42.5,-82.5,0.56
-42.5,-77.5,0.29
-42.5,-72.5,1.33
-42.5,-67.5,0.79
-42.5,-62.5,0.08
-42.5,-57.5,0.17
-42.5,-52.5,0.24
-42.5,-47.5,0.13
-42.5,-42.5,-0.03
-42.5,-37.5,-0.15
-42.5,-32.5,-0.24
-42.5,-27.5,-0.2
-42.5,-22.5,0.03
-42.5,-17.5,0.38
-42.5,-12.5,0.7
-42.5,-7.5,0.84
-42.5,-2.5,0.69
-47.5,2.5,0.28
-47.5,7.5,0.28
-47.5,12.5,0.24
-47.5,17.5,0.09
-47.5,22.5,0
-47.5,27.5,-0.07
-47.5,32.5,-0.07
-47.5,37.5,0.04
-47.5,42.5,-0.03
-47.5,47.5,-0.04
-47.5,52.5,0.01
-47.5,57.5,0.13
-47.5,62.5,0.29
-47.5,67.5,0.39
-47.5,72.5,0.42
-47.5,77.5,0.55
-47.5,82.5,0.5
-47.5,87.5,0.51
-47.5,92.5,0.63
-47.5,97.5,0.63
-47.5,102.5,0.54
-47.5,107.5,0.42
-47.5,112.5,0.36
-47.5,117.5,0.27
-47.5,122.5,0.16
-47.5,127.5,0.15
-47.5,132.5,0.08
-47.5,137.5,0.06
-47.5,142.5,0.05
-47.5,147.5,-0.09
-47.5,152.5,0.05
-47.5,157.5,0.28
-47.5,162.5,0.41
-47.5,167.5,0.69
-47.5,172.5,0.68
-47.5,177.5,0.67
-47.5,-177.5,0.67
-47.5,-172.5,0.56
-47.5,-167.5,0.39
-47.5,-162.5,0.09
-47.5,-157.5,-0.14
-47.5,-152.5,-0.32
-47.5,-147.5,-0.39
-47.5,-142.5,-0.37
-47.5,-137.5,-0.29
-47.5,-132.5,-0.19
-47.5,-127.5,0
-47.5,-122.5,0.2
-47.5,-117.5,0.32
-47.5,-112.5,0.36
-47.5,-107.5,0.39
-47.5,-102.5,0.37
-47.5,-97.5,0.37
-47.5,-92.5,0.37
-47.5,-87.5,0.32
-47.5,-82.5,0.21
-47.5,-77.5,0.05
-47.5,-72.5,1.8
-47.5,-67.5,0.26
-47.5,-62.5,0.09
-47.5,-57.5,0.14
-47.5,-52.5,0.12
-47.5,-47.5,0.09
-47.5,-42.5,-0.02
-47.5,-37.5,-0.05
-47.5,-32.5,-0.01
-47.5,-27.5,0.01
-47.5,-22.5,0.11
-47.5,-17.5,0.23
-47.5,-12.5,0.3
-47.5,-7.5,0.27
-47.5,-2.5,0.25
-52.5,2.5,0.25
-52.5,7.5,0.28
-52.5,12.5,0.23
-52.5,17.5,0.15
-52.5,22.5,0.07
-52.5,27.5,-0.02
-52.5,32.5,0
-52.5,37.5,0
-52.5,42.5,0.02
-52.5,47.5,0.04
-52.5,52.5,0.09
-52.5,57.5,0.14
-52.5,62.5,0.23
-52.5,67.5,0.32
-52.5,72.5,0.38
-52.5,77.5,0.51
-52.5,82.5,0.57
-52.5,87.5,0.59
-52.5,92.5,0.58
-52.5,97.5,0.55
-52.5,102.5,0.49
-52.5,107.5,0.43
-52.5,112.5,0.44
-52.5,117.5,0.42
-52.5,122.5,0.33
-52.5,127.5,0.27
-52.5,132.5,0.17
-52.5,137.5,0.14
-52.5,142.5,0.18
-52.5,147.5,0.19
-52.5,152.5,0.23
-52.5,157.5,0.35
-52.5,162.5,0.29
-52.5,167.5,0.45
-52.5,172.5,0.29
-52.5,177.5,0.31
-52.5,-177.5,0.27
-52.5,-172.5,0.23
-52.5,-167.5,0.18
-52.5,-162.5,0.01
-52.5,-157.5,-0.16
-52.5,-152.5,-0.24
-52.5,-147.5,-0.29
-52.5,-142.5,-0.3
-52.5,-137.5,-0.25
-52.5,-132.5,-0.17
-52.5,-127.5,-0.01
-52.5,-122.5,0.11
-52.5,-117.5,0.22
-52.5,-112.5,0.24
-52.5,-107.5,0.24
-52.5,-102.5,0.25
-52.5,-97.5,0.2
-52.5,-92.5,0.1
-52.5,-87.5,0.04
-52.5,-82.5,-0.04
-52.5,-77.5,-0.1
-52.5,-72.5,0.46
-52.5,-67.5,0.09
-52.5,-62.5,0.15
-52.5,-57.5,0.24
-52.5,-52.5,0.27
-52.5,-47.5,0.28
-52.5,-42.5,0.18
-52.5,-37.5,0.11
-52.5,-32.5,0.19
-52.5,-27.5,0.21
-52.5,-22.5,0.22
-52.5,-17.5,0.25
-52.5,-12.5,0.26
-52.5,-7.5,0.17
-52.5,-2.5,0.17
-57.5,2.5,0.17
-57.5,7.5,0.1
-57.5,12.5,0.13
-57.5,17.5,0.11
-57.5,22.5,0.32
-57.5,27.5,0.3
-57.5,32.5,0.18
-57.5,37.5,0.06
-57.5,42.5,0.04
-57.5,47.5,0.06
-57.5,52.5,-0.01
-57.5,57.5,0.21
-57.5,62.5,0.26
-57.5,67.5,0.29
-57.5,72.5,0.33
-57.5,77.5,0.34
-57.5,82.5,0.34
-57.5,87.5,0.35
-57.5,92.5,0.32
-57.5,97.5,0.29
-57.5,102.5,0.28
-57.5,107.5,0.26
-57.5,112.5,0.21
-57.5,117.5,0.19
-57.5,122.5,0.15
-57.5,127.5,0.09
-57.5,132.5,0.02
-57.5,137.5,-0.01
-57.5,142.5,0
-57.5,147.5,0.04
-57.5,152.5,0.12
-57.5,157.5,0.24
-57.5,162.5,0.28
-57.5,167.5,0.23
-57.5,172.5,0.23
-57.5,177.5,0.2
-57.5,-177.5,0.17
-57.5,-172.5,0.11
-57.5,-167.5,0.04
-57.5,-162.5,-0.02
-57.5,-157.5,-0.08
-57.5,-152.5,-0.54
-57.5,-147.5,-0.18
